1,1,4,2020326200913
1,2,3,2020318170932
1,3,5,2020326200957
13,1,3,2020321201013
13,4,4,2020326201034
13,35,3,2020326201111
13,38,4,2020326201133
13,11,4,2020326131501
14,40,4,2020327012652
14,35,4,2020327012929
14,6,4,2020327014302
14,8,4,2020327014502
13,27,4,2020327014733
13,36,4,2020327014831
